date,prop_hr1,prop_hr2,prop_hr3,prop_hr4,prop_hr5,predict_prop_hr1,predict_prop_hr2,predict_prop_hr3,predict_prop_hr4,predict_prop_hr5,diff_pred_hr1,diff_pred_hr2,diff_pred_hr3,diff_pred_hr4,diff_pred_hr5,comment_session
03/10/2022,0.09,0.32,0.27,0.32,0.0,0.07755595,0.3315072,0.36941206,0.2175158,0.004008939,0.012444049999999998,-0.011507199999999995,-0.09941205999999997,0.1024842,-0.004008939,
04/10/2022,0.14,0.41,0.39,0.06,0.0,0.1472314,0.20363587,0.40202758,0.19515614,0.05194896,-0.007231399999999999,0.20636412999999998,-0.012027579999999982,-0.13515614,-0.05194896,Easier than expected
05/10/2022,0.05,0.03,0.41,0.5,0.0,0.027112206,0.14712185,0.4321195,0.39168662,0.0019599025,0.022887794000000003,-0.11712185,-0.022119500000000014,0.10831338000000001,-0.0019599025,
06/10/2022,0.09,0.38,0.38,0.15,0.0,0.16832107,0.254983,0.37156042,0.15958904,0.045546472,-0.07832106999999999,0.125017,0.008439580000000002,-0.009589039999999993,-0.045546472,
07/10/2022,0.2,0.43,0.29,0.07,0.01,0.13698204,0.17240065,0.398558,0.20845258,0.08360668,0.06301796000000001,0.25759935,-0.10855800000000004,-0.13845258,-0.07360668000000001,Easier than expected
08/10/2022,0.07,0.1,0.41,0.4,0.02,0.02916093,0.12027871,0.44869202,0.3971039,0.004764327,0.040839070000000005,-0.02027870999999999,-0.03869202000000005,0.0028961000000000126,0.015235673000000002,
09/10/2022,0.04,0.19,0.34,0.38,0.04,0.034819152,0.13356325,0.43962878,0.38560742,0.006381395,0.005180848000000002,0.05643675000000001,-0.09962877999999997,-0.005607419999999974,0.033618605,
10/10/2022,0.17,0.44,0.32,0.06,0.0,0.24467002,0.23786813,0.31296533,0.10549723,0.09899926,-0.07467001999999998,0.20213187,0.007034670000000021,-0.04549723,-0.09899926,Easier than expected
11/10/2022,0.05,0.22,0.35,0.35,0.02,0.028710274,0.1650895,0.41356197,0.38919407,0.0034440886,0.021289726000000002,0.0549105,-0.06356197000000002,-0.039194070000000025,0.0165559114,
14/10/2022,0.14,0.41,0.29,0.17,0.0,0.20090166,0.3173147,0.33697274,0.11612028,0.028690603,-0.060901659999999996,0.09268529999999997,-0.04697274000000001,0.053879720000000006,-0.028690603,
15/10/2022,0.23,0.42,0.3,0.06,0.0,0.20781775,0.2634902,0.34558988,0.1310404,0.052061733,0.022182250000000014,0.15650979999999998,-0.04558988000000003,-0.0710404,-0.052061733,Easier than expected
16/10/2022,0.24,0.47,0.06,0.23,0.0,0.008279765,0.31897086,0.3325996,0.340142,7.684141e-06,0.231720235,0.15102913999999995,-0.2725996,-0.11014199999999999,-7.684141e-06,Easier than expected
17/10/2022,0.07,0.33,0.36,0.23,0.01,0.092671186,0.2653613,0.4038229,0.22674319,0.01140146,-0.022671185999999996,0.0646387,-0.0438229,0.003256809999999999,-0.0014014600000000002,
18/10/2022,0.18,0.45,0.27,0.1,0.0,0.17175615,0.27668378,0.36448914,0.1457673,0.041303728,0.008243849999999997,0.17331622000000002,-0.09448913999999997,-0.04576729999999998,-0.041303728,
19/10/2022,0.19,0.41,0.05,0.34,0.01,0.007159394,0.34545508,0.32393378,0.32344761,4.094791e-06,0.182840606,0.06454491999999995,-0.27393378,0.016552390000000028,0.009995905209,
20/10/2022,0.13,0.21,0.43,0.23,0.0,0.10546614,0.16806966,0.42893872,0.24880682,0.048718702,0.024533860000000005,0.04193033999999998,0.0010612799999999978,-0.018806820000000002,-0.048718702,
21/10/2022,0.18,0.46,0.31,0.06,0.0,0.24525677,0.3079604,0.29565126,0.09396676,0.057164807,-0.06525677000000002,0.1520396,0.014348739999999971,-0.03396676,-0.057164807,
22/10/2022,0.14,0.39,0.3,0.17,0.0,0.032863505,0.3572254,0.34187213,0.26746485,0.0005742059,0.10713649500000001,0.03277459999999999,-0.04187213000000001,-0.09746484999999996,-0.0005742059,
23/10/2022,0.19,0.33,0.38,0.09,0.0,0.08819254,0.15194285,0.43983737,0.29083243,0.029194815,0.10180746,0.17805715000000003,-0.05983737,-0.20083242999999998,-0.029194815,Easier than expected
24/10/2022,0.07,0.31,0.44,0.17,0.01,0.11828719,0.17797709,0.42309347,0.22169273,0.05894955,-0.048287189999999994,0.13202291,0.016906529999999975,-0.05169272999999999,-0.04894955,
25/10/2022,0.03,0.05,0.46,0.46,0.02,0.004233693,0.10374033,0.3657459,0.52627075,9.354998e-06,0.025766307,-0.05374033,0.09425410000000001,-0.06627074999999999,0.019990645002,
26/10/2022,0.06,0.28,0.42,0.24,0.0,0.091863416,0.29231188,0.40320098,0.20825149,0.0043722684,-0.031863416000000006,-0.012311879999999997,0.016799019999999998,0.03174850999999998,-0.0043722684,
27/10/2022,0.06,0.35,0.36,0.22,0.0,0.10287301,0.22768602,0.41697413,0.23672952,0.015737323,-0.04287301,0.12231397999999999,-0.05697413000000001,-0.016729519999999998,-0.015737323,
28/10/2022,0.17,0.4,0.37,0.06,0.0,0.17069408,0.2624002,0.37960884,0.15646186,0.030835062,-0.0006940799999999858,0.13759980000000005,-0.009608840000000007,-0.09646186000000001,-0.030835062,Easier than expected
29/10/2022,0.11,0.26,0.41,0.21,0.0,0.09847125,0.23350927,0.40298143,0.24585009,0.01918795,0.011528750000000004,0.026490730000000018,0.007018570000000002,-0.03585009,-0.01918795,
31/10/2022,0.09,0.33,0.41,0.17,0.0,0.12026139,0.24875778,0.39661852,0.21482591,0.0195364,-0.03026139,0.08124222,0.013381480000000001,-0.04482591,-0.0195364,
01/11/2022,0.23,0.27,0.37,0.12,0.01,0.1202954,0.17645545,0.42038685,0.23875709,0.044105154,0.10970460000000001,0.09354455,-0.05038684999999998,-0.11875709000000001,-0.034105154,Easier than expected
02/11/2022,0.18,0.19,0.34,0.3,0.0,0.043565847,0.09595269,0.44283193,0.3835744,0.034075115,0.136434153,0.09404731000000001,-0.10283192999999996,-0.0835744,-0.034075115,Easier than expected
03/11/2022,0.11,0.35,0.39,0.15,0.0,0.09689689,0.24548765,0.43248424,0.2187303,0.0064008823,0.013103110000000001,0.10451234999999998,-0.042484240000000006,-0.0687303,-0.0064008823,
04/11/2022,0.21,0.41,0.25,0.13,0.0,0.13135482,0.37064213,0.32848993,0.15978062,0.009732572,0.07864517999999998,0.03935786999999996,-0.07848992999999999,-0.029780620000000008,-0.009732572,
05/11/2022,0.1,0.37,0.37,0.15,0.0,0.1410354,0.23608883,0.38677365,0.20644584,0.029656354,-0.0410354,0.13391117,-0.01677365000000003,-0.05644584,-0.029656354,
06/11/2022,0.03,0.17,0.39,0.4,0.02,0.013261276,0.23048405,0.39680925,0.35939386,5.1571576e-05,0.016738723999999996,-0.060484049999999984,-0.006809249999999989,0.04060614000000001,0.019948428424,
07/11/2022,0.14,0.34,0.32,0.2,0.0,0.09733128,0.19397911,0.45516658,0.23292804,0.020595027,0.04266872000000001,0.14602089000000001,-0.13516657999999998,-0.03292803999999999,-0.020595027,
08/11/2022,0.17,0.45,0.3,0.09,0.0,0.21190096,0.29191247,0.32103145,0.117261894,0.05789323,-0.04190095999999999,0.15808753000000003,-0.021031450000000007,-0.02726189400000001,-0.05789323,
09/11/2022,0.13,0.36,0.3,0.2,0.0,0.07381775,0.22437471,0.43046674,0.25933743,0.012003353,0.05618225,0.13562528999999998,-0.13046674000000003,-0.05933742999999997,-0.012003353,
10/11/2022,0.18,0.3,0.4,0.12,0.0,0.12137783,0.20069245,0.42761546,0.21198812,0.03832621,0.05862216999999999,0.09930755,-0.02761545999999998,-0.09198812,-0.03832621,Easier than expected
11/11/2022,0.19,0.47,0.27,0.06,0.0,0.26124302,0.24634615,0.28536567,0.087179676,0.119865485,-0.07124301999999999,0.22365384999999996,-0.015365669999999998,-0.027179676,-0.119865485,Easier than expected
12/11/2022,0.06,0.03,0.56,0.34,0.01,0.018791389,0.119307026,0.42351484,0.43693617,0.0014505298,0.041208611,-0.089307026,0.13648516000000005,-0.09693616999999999,0.008549470200000001,
14/11/2022,0.18,0.42,0.31,0.09,0.0,0.19537754,0.25952736,0.37148353,0.16344768,0.010163811,-0.015377539999999995,0.16047264,-0.06148353000000001,-0.07344768000000002,-0.010163811,
15/11/2022,0.29,0.37,0.24,0.1,0.0,0.19606416,0.12953934,0.4103879,0.201221,0.06278767,0.09393583999999999,0.24046066,-0.17038790000000004,-0.101221,-0.06278767,Easier than expected
16/11/2022,0.21,0.35,0.3,0.14,0.0,0.16894925,0.382285,0.31637025,0.13101937,0.0013761516,0.04105075,-0.03228500000000001,-0.01637025000000003,0.008980630000000017,-0.0013761516,
17/11/2022,0.25,0.41,0.25,0.09,0.0,0.35111243,0.2698865,0.2739662,0.085387155,0.019647738,-0.10111242999999998,0.1401135,-0.023966199999999993,0.00461284499999999,-0.019647738,
18/11/2022,0.26,0.45,0.22,0.07,0.0,0.29838294,0.24667189,0.32519543,0.11050115,0.019248625,-0.038382939999999977,0.20332811,-0.10519543,-0.04050115,-0.019248625,
19/11/2022,0.16,0.39,0.3,0.14,0.0,0.27052432,0.2631487,0.3302715,0.12430368,0.011751793,-0.11052431999999998,0.1268513,-0.030271500000000007,0.015696320000000014,-0.011751793,
20/11/2022,0.11,0.36,0.36,0.17,0.0,0.15811078,0.32458958,0.35929054,0.15655054,0.0014585409,-0.048110780000000006,0.03541042,0.0007094599999999951,0.013449460000000024,-0.0014585409,
21/11/2022,0.08,0.28,0.37,0.27,0.0,0.07781415,0.3731809,0.35686,0.19202371,0.00012126904,0.002185850000000003,-0.09318089999999996,0.013139999999999985,0.07797629000000003,-0.00012126904,
22/11/2022,0.04,0.15,0.42,0.39,0.0,0.044745047,0.20729865,0.4383898,0.30948332,8.3164545e-05,-0.004745047000000002,-0.057298650000000007,-0.01838980000000001,0.08051668000000001,-8.3164545e-05,
23/11/2022,0.17,0.34,0.32,0.16,0.0,0.11740914,0.42786315,0.31568122,0.13890953,0.0001370442,0.05259086000000002,-0.08786315,0.004318780000000022,0.02109047,-0.0001370442,
24/11/2022,0.1,0.46,0.34,0.1,0.0,0.24405551,0.28721094,0.33294305,0.13050787,0.005282601,-0.14405551,0.17278906,0.007056950000000006,-0.030507869999999992,-0.005282601,
25/11/2022,0.11,0.28,0.25,0.36,0.0,0.1195602,0.43726426,0.31270736,0.1302859,0.00018227997,-0.009560200000000005,-0.15726426,-0.06270735999999999,0.22971409999999998,-0.00018227997,Harder than expected
26/11/2022,0.04,0.17,0.42,0.36,0.0,0.046964735,0.20463108,0.43788636,0.31043804,7.984961e-05,-0.006964735,-0.03463107999999998,-0.01788635999999999,0.04956195999999996,-7.984961e-05,
27/11/2022,0.04,0.28,0.44,0.24,0.0,0.090728946,0.254645,0.41952017,0.23474295,0.00036290585,-0.050728946000000004,0.025355000000000016,0.020479829999999977,0.005257049999999985,-0.00036290585,
28/11/2022,0.05,0.22,0.43,0.29,0.01,0.030828096,0.24440826,0.3846923,0.340056,1.5375828e-05,0.019171904000000003,-0.024408259999999987,0.045307700000000006,-0.050056000000000045,0.009984624172,
29/11/2022,0.04,0.15,0.45,0.37,0.0,0.062530115,0.2157457,0.4378789,0.28365248,0.00019280132,-0.022530114999999996,-0.06574570000000002,0.012121099999999996,0.08634752000000001,-0.00019280132,
30/11/2022,0.18,0.5,0.28,0.03,0.0,0.27407533,0.17033936,0.37993523,0.1531539,0.022496283,-0.09407533000000001,0.32966064,-0.09993522999999999,-0.12315390000000001,-0.022496283,Easier than expected
01/12/2022,0.14,0.35,0.4,0.11,0.0,0.19671893,0.22053687,0.4170042,0.16373172,0.002008269,-0.05671892999999997,0.12946312999999998,-0.01700419999999997,-0.05373172,-0.002008269,
02/12/2022,0.12,0.32,0.33,0.22,0.0,0.07409248,0.42173666,0.3189951,0.1851284,4.736907e-05,0.04590751999999999,-0.10173665999999998,0.01100490000000004,0.0348716,-4.736907e-05,
03/12/2022,0.13,0.32,0.32,0.22,0.0,0.0775762,0.4745131,0.30327106,0.1446078,3.1857995e-05,0.052423800000000007,-0.15451310000000001,0.016728940000000025,0.07539219999999999,-3.1857995e-05,
04/12/2022,0.03,0.21,0.39,0.36,0.01,0.07491983,0.17525817,0.4572826,0.2917799,0.0007594276,-0.04491983000000001,0.03474183,-0.06728259999999997,0.0682201,0.0092405724,
05/12/2022,0.07,0.27,0.34,0.31,0.01,0.031530473,0.20503697,0.37269795,0.3906536,8.105769e-05,0.038469527,0.06496303,-0.032697949999999976,-0.08065359999999999,0.00991894231,
06/12/2022,0.09,0.29,0.39,0.23,0.0,0.09585423,0.29492158,0.4181268,0.19076908,0.00032828658,-0.005854230000000002,-0.0049215800000000365,-0.028126800000000007,0.03923092,-0.00032828658,
07/12/2022,0.07,0.24,0.35,0.33,0.01,0.054296557,0.3237663,0.36160997,0.26028392,4.3270826e-05,0.015703443000000004,-0.08376630000000002,-0.011609970000000025,0.06971608000000001,0.009956729174,
08/12/2022,0.11,0.3,0.24,0.33,0.01,0.030642565,0.4214798,0.32609466,0.22177808,4.9412934e-06,0.079357435,-0.12147980000000003,-0.08609465999999999,0.10822192000000003,0.0099950587066,
09/12/2022,0.07,0.29,0.48,0.16,0.0,0.0875357,0.34194747,0.39068308,0.1797559,7.789439e-05,-0.017535699999999987,-0.051947469999999996,0.08931691999999997,-0.019755899999999993,-7.789439e-05,
10/12/2022,0.2,0.42,0.29,0.09,0.0,0.20121571,0.24811648,0.37856773,0.16836675,0.0037333493,-0.001215709999999981,0.17188351999999998,-0.08856773000000001,-0.07836675000000001,-0.0037333493,
11/12/2022,0.35,0.4,0.21,0.04,0.0,0.3473969,0.222793,0.3183119,0.098407425,0.0130907465,0.0026030999999999693,0.17720700000000003,-0.10831189999999999,-0.058407425000000006,-0.0130907465,
12/12/2022,0.15,0.4,0.25,0.19,0.0,0.12682241,0.12931174,0.4627194,0.26967448,0.011471968,0.023177589999999998,0.27068826,-0.2127194,-0.07967447999999999,-0.011471968,
13/12/2022,0.16,0.39,0.29,0.15,0.0,0.15518834,0.25754875,0.40304357,0.18253337,0.0016859474,0.004811659999999995,0.13245125000000002,-0.11304357000000004,-0.032533370000000006,-0.0016859474,
14/12/2022,0.09,0.26,0.39,0.26,0.0,0.17436408,0.27181238,0.38185152,0.16930099,0.0026710944,-0.08436408000000001,-0.011812380000000011,0.008148480000000013,0.09069901,-0.0026710944,
15/12/2022,0.18,0.32,0.42,0.08,0.0,0.18288478,0.16416848,0.43858752,0.20887631,0.005482981,-0.0028847800000000035,0.15583152,-0.018587520000000024,-0.12887631,-0.005482981,Easier than expected
16/12/2022,0.22,0.44,0.23,0.12,0.0,0.17275305,0.3988723,0.3053117,0.12250056,0.0005624313,0.04724695000000001,0.04112769999999999,-0.07531170000000001,-0.002500559999999999,-0.0005624313,
17/12/2022,0.03,0.18,0.44,0.35,0.0,0.038049962,0.22819984,0.40586704,0.32782808,5.515533e-05,-0.008049962,-0.048199839999999994,0.03413295999999999,0.022171919999999956,-5.515533e-05,
18/12/2022,0.07,0.26,0.39,0.27,0.01,0.10686182,0.15263757,0.44969255,0.28474787,0.0060601966,-0.03686181999999999,0.10736243000000001,-0.05969255000000001,-0.014747869999999996,0.0039398034000000005,
19/12/2022,0.09,0.28,0.36,0.27,0.01,0.18306214,0.17751259,0.43537384,0.18951279,0.01453861,-0.09306214000000002,0.10248741000000003,-0.07537384000000003,0.08048721000000003,-0.00453861,
20/12/2022,0.04,0.2,0.41,0.34,0.0,0.0814205,0.245989,0.4231871,0.24881318,0.0005902397,-0.041420500000000006,-0.045989,-0.013187100000000007,0.09118682000000003,-0.0005902397,
22/12/2022,0.13,0.4,0.29,0.17,0.0,0.20431224,0.28626904,0.36336216,0.13911179,0.006944746,-0.07431224,0.11373096000000005,-0.07336216000000001,0.03088821,-0.006944746,
23/12/2022,0.14,0.48,0.3,0.09,0.0,0.13662136,0.37580648,0.34415329,0.14206219,0.0013566383,0.003378640000000016,0.10419351999999998,-0.04415329000000001,-0.05206219000000001,-0.0013566383,
24/12/2022,0.21,0.38,0.33,0.08,0.0,0.2559974,0.22760464,0.35444385,0.12640308,0.035550993,-0.045997399999999994,0.15239536,-0.02444384999999999,-0.04640308,-0.035550993,
26/12/2022,0.09,0.43,0.35,0.13,0.0,0.16370492,0.19929728,0.42461687,0.18427002,0.028110923,-0.07370492000000001,0.23070272,-0.07461687,-0.05427002,-0.028110923,
